subject_id,loc_plot_state1,loc_plot_city1,date_exposure,plot_target1,attack_preparation,op_security,anticp_fatals_targ,extent_plot,violent,criminal_severity,criminal_charges,indict_arrest,group_membership,terrorist_group_name1,actively_recruited,recruiter1,role_group,length_group,clique,clique_radicalize,clique_connect,internet_radicalization,social_media,social_media_frequency,social_media_platform1,social_media_activities1,radicalization_islamist,radicalization_far_right,radicalization_far_left,radicalization_single_issue,ideological_sub_category1,loc_habitation_state1,loc_habitation_city1,external_rad,radical_behaviors,radical_beliefs,us_govt_leader,foreign_govt_leader,event_influence1,radicalization_sequence,prison_radicalize,broad_ethnicity,age,marital_status,children,gender,convert,convert_date,citizenship,residency_status,nativity,time_us_months,immigrant_generation,immigrant_source,language_english,diaspora_ties,education,student,education_change,employment_status,work_history,military,foreign_military,social_stratum_adulthood,abuse_child,abuse_adult,abuse_type1,psychological,alcohol_drug,radical_friend,previous_criminal_activity,previous_criminal_activity_type1,previous_criminal_activity_age,gang,gang_age_joined,other_ideologies,angry_us,group_grievance,year,month
3086,Oregon,,1/1/02,2,2,2,0,5,0,9,2,4,3,Earth Liberation Front (ELF),1,4,2,,1,,,0,-88,-88,-88,-88,0,0,1,0,6,Oregon,,0,9,5,0,0,0,1,-88,3,28,1,,1,0,-88,United States of America,1,United States of America,336,0,,-88,,4,1,,,,0,0,1,0,0,-88,0,0,,0,-88,-88,0,-88,0,1,,2002,1
3087,Oregon,Eugene,1/2/01,1,,,0,5,0,9,2,4,3,Earth Liberation Front (ELF),0,-88,2,,0,-88,-88,,-88,-88,-88,-88,0,0,1,0,6,Oregon,,,9,5,,,0,,-88,3,29,,,1,0,-88,United States of America,1,United States of America,348,0,-88,-88,-88,5,0,-88,1,4,0,0,2,0,0,-88,0,0,,,,,0,-88,0,1,,2001,1
3088,Oregon,,6/26/96,2,2,2,,5,0,9,1,4,3,Earth Liberation Front (ELF),,,3,96,,,,,-88,-88,-88,-88,0,0,1,0,6,Oregon,,,9,4,1,0,,1,,3,35,,1,2,0,-88,United States of America,1,United States of America,420,0,-88,-88,-88,,,,4,1,,0,1,0,0,-88,0,1,,,,,0,-88,0,1,3,1996,6
3089,Colorado,Denver,3/1/07,14,2,,,4,0,9,2,4,3,Earth Liberation Front (ELF),,,1,,,,,,,,,,0,0,1,0,6,Colorado,,0,9,5,0,0,0,1,-88,3,24,1,,2,0,-88,United States of America,1,United States of America,,0,-88,-88,-88,4,1,,,,0,0,,0,0,-88,0,0,,0,-88,-88,0,-88,0,,,2007,3
3090,Oregon,,1/20/06,1,2,2,,5,0,9,2,4,3,Animal Liberation Front (ALF),,,2,,1,,,,0,-88,-88,-88,0,0,1,0,6,,,,9,1,,,0,,-88,3,37,1,,2,0,-88,,,,,0,,,,,,,,,,,,0,0,-88,0,0,3,,,,0,-88,0,,1,2006,1
3094,Michigan,,12/31/99,8,2,,0,5,0,9,2,4,3,Earth Liberation Front (ELF),,,3,,,,,,-88,-88,-88,-88,0,0,1,0,6,Michigan,,0,9,5,0,0,0,,,3,38,2,2,1,0,-88,United States of America,1,United States of America,456,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,,,,,0,-88,0,,,1999,12
3095,California,,1/1/06,14,2,,1,3,0,9,2,4,3,Earth Liberation Front (ELF),,,2,,,,,,0,-88,-88,-88,0,0,1,0,6,California,,0,9,5,0,0,0,1,-88,3,29,,,2,0,-88,United States of America,1,United States of America,,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,,0,-88,-88,0,-88,0,,,2006,1
3098,Washington,Seattle,5/1/01,8,,2,0,5,0,9,2,4,3,Animal Liberation Front (ALF),1,3,2,,1,0,,1,-88,-88,-88,-88,0,0,1,0,6,Washington,,0,9,5,,,,1,-88,3,33,1,,1,0,-88,United States of America,1,United States of America,396,0,-88,-88,-88,10,0,-88,1,4,0,0,3,0,0,-88,0,0,3,0,-88,-88,0,-88,0,1,1,2001,5
3099,California,,12/27/04,14,2,2,,4,0,9,2,4,3,Earth Liberation Front (ELF),,,2,,,,,,-88,-88,-88,-88,0,0,1,0,6,California,,0,9,5,0,0,0,1,-88,3,25,,,1,0,-88,United States of America,1,United States of America,,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,,0,-88,-88,0,-88,0,,,2004,12
3101,Oregon,Vail,1/20/06,1,1,2,0,5,0,9,2,4,3,Earth Liberation Front (ELF),1,1,2,36,1,0,,,0,-88,-88,-88,0,0,1,0,6,Oregon,,0,9,4,,,,1,-88,3,29,1,0,2,0,-88,United States of America,1,United States of America,348,0,-88,-88,-88,4,1,2,,,0,0,2,2,0,2,0,0,3,0,-88,-88,0,-88,0,,3,2006,1
3102,Oregon,Clatskanie,2/23/06,1,1,2,0,5,0,9,2,4,3,Earth Liberation Front (ELF),1,1,2,16,1,0,,,0,-88,-88,-88,0,0,1,0,6,Oregon,,0,9,2,,,,1,-88,3,24,1,0,2,0,-88,United States of America,1,United States of America,288,0,-88,-88,-88,2,0,-88,,,0,0,1,0,0,-88,0,1,3,,,,0,-88,1,,3,2006,2
3104,Washington,Seattle,10/5/06,8,1,2,0,5,0,9,2,4,3,Earth Liberation Front (ELF),,,2,,,,,,0,-88,-88,-88,0,0,1,0,6,Washington,,0,9,3,1,,,1,-88,3,31,1,0,1,0,-88,United States of America,1,United States of America,372,0,-88,-88,-88,5,1,,1,2,0,0,2,0,0,-88,0,0,3,0,-88,-88,0,-88,0,1,3,2006,10
3105,New Jersey,Trenton,5/2/04,-88,-88,-88,-88,0,0,4,2,4,2,-88,,,2,108,1,0,1,2,-88,-88,-88,-88,0,0,1,0,6,New York,,0,9,5,0,0,0,1,-88,3,28,,,2,0,-88,United States of America,1,United States of America,336,0,-88,-88,-88,,,,1,,,0,,0,0,-88,0,0,3,0,-88,-88,0,-88,0,1,,2004,5
3106,California,Lincoln,12/24/04,14,1,2,,5,0,9,2,4,3,Earth Liberation Front (ELF),0,-88,2,,1,,,1,-88,-88,-88,-88,0,0,1,0,6,California,,0,9,5,,,0,1,-88,3,20,1,0,1,0,-88,United States of America,1,United States of America,240,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,3,0,-88,-88,0,-88,0,,,2004,12
3107,Oregon,Eugene,1/2/01,1,2,2,0,5,0,9,2,4,3,Animal Liberation Front (ALF),0,-88,2,24,1,0,1,0,-88,-88,-88,-88,0,0,1,0,6,Oregon,Eugene,0,9,5,0,0,0,1,-88,3,27,1,0,2,0,-88,United States of America,1,United States of America,324,0,-88,-88,-88,8,0,-88,1,4,0,0,2,0,0,-88,0,0,3,0,-88,-88,0,-88,0,1,1,2001,1
3108,Oregon,Portland,8/15/02,1,1,,0,5,0,9,2,4,3,Earth Liberation Front (ELF),,,2,,,,,,-88,-88,-88,-88,0,0,1,0,6,Oregon,,0,9,1,1,,,,-88,3,25,1,0,2,0,-88,United States of America,1,United States of America,300,0,-88,-88,-88,5,1,,5,-88,0,0,2,0,0,-88,0,0,3,0,-88,-88,0,-88,0,1,3,2002,8
3109,Michigan,East Lansing,3/11/08,-88,-88,-88,-88,0,0,5,2,3,3,Earth Liberation Front (ELF),,,1,,,,,,,,,,0,0,1,0,6,Michigan,,0,7,1,,0,,,-88,3,27,,,2,0,-88,United States of America,1,United States of America,324,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,3,0,-88,-88,0,-88,0,,3,2008,3
3112,California,Sacramento,3/7/05,1,1,0,0,5,0,9,2,4,3,Earth Liberation Front (ELF),1,3,2,,1,1,1,1,1,,1,1,0,0,1,0,6,California,Sacramento,,9,5,,,0,,-88,3,24,,,2,0,-88,United States of America,1,United States of America,288,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,3,,,,0,-88,0,,,2005,3
3114,Oregon,Redmond,1/16/06,1,2,,0,5,0,9,2,4,3,Animal Liberation Front (ALF),,,2,,,,,,0,-88,-88,-88,0,0,1,0,6,Oregon,,,9,5,,,,,,3,39,2,0,2,0,-88,United States of America,1,United States of America,468,0,-88,-88,-88,,,,1,4,,,3,0,0,-88,0,0,3,1,20,3,0,-88,0,,,2006,1
3116,Washington,Seattle,11/20/02,14,2,,0,5,0,9,2,2,3,Earth Liberation Front (ELF),,,2,,,,,,-88,-88,-88,-88,0,0,1,0,6,Oregon,Portland,0,9,,,0,0,,-88,,23,1,,1,0,-88,United States of America,1,United States of America,276,0,-88,-88,-88,4,1,,,,,,2,0,0,-88,0,0,,,,,0,-88,0,,,2002,11
3117,Michigan,Detroit,12/31/99,8,2,,,5,0,9,2,2,3,Earth Liberation Front (ELF),,,2,,,,,0,-88,-88,-88,-88,0,0,1,0,6,Michigan,Detroit,0,9,5,0,0,,1,-88,3,27,1,0,1,0,-88,United States of America,1,United States of America,324,0,-88,-88,-88,,0,-88,,,0,0,,0,0,-88,0,0,,0,-88,-88,0,-88,0,0,1,1999,12
3118,Washington,Seattle,12/1/05,8,2,1,0,5,0,9,2,4,3,Earth Liberation Front (ELF),,,3,,,,,,0,-88,-88,-88,0,0,1,0,6,Arizona,,0,9,5,0,0,0,,-88,3,40,1,,2,0,-88,United States of America,1,United States of America,480,0,-88,-88,-88,,,,1,4,,0,1,0,0,-88,1,0,,,,,0,-88,0,,,2005,12
3119,Oregon,Eugene,1/1/01,1,,,,5,0,9,2,4,3,Earth Liberation Front (ELF),,,2,,,,,,-88,-88,-88,-88,0,0,1,0,6,Oregon,,0,9,5,,0,0,,-88,3,28,2,,1,0,-88,United States of America,1,United States of America,336,0,-88,-88,-88,3,,,,,,,,0,0,-88,0,0,,3,4,2,0,-88,0,1,,2001,1
3123,Montana,Helena,6/26/96,5,1,2,0,5,0,9,2,4,1,-88,,,1,,0,-88,-88,0,-88,-88,-88,-88,0,0,0,1,15,Washington,Wenatchee,0,9,4,0,0,0,,1,3,60,2,3,2,0,-88,United States of America,1,United States of America,720,0,-88,-88,-88,,0,-88,6,4,,0,2,0,0,-88,0,0,1,0,-88,-88,0,-88,0,1,1,1996,6
3124,New York,Amherst,3/30/01,5,1,,1,5,1,10,2,4,0,-88,,,-88,-88,,,,,-88,-88,-88,-88,0,0,0,1,15,New York,,,10,2,,,8,,,3,52,,,2,2,1/1/80 0:00,United States of America,1,United States of America,624,0,-88,-88,-88,5,0,-88,1,3,,0,2,0,0,-88,0,0,,0,-88,-88,0,-88,0,,1,2001,3
3125,Texas,Austin,4/27/07,5,2,2,1,4,1,10,2,4,3,Army of God,,,2,,0,-88,-88,1,,,,,0,0,0,1,15,Texas,Lufkin,0,10,5,1,0,,1,2,3,27,1,1,2,0,-88,United States of America,1,United States of America,324,0,-88,-88,-88,4,0,-88,1,2,0,0,1,0,0,-88,0,1,,3,3,2,0,-88,0,1,3,2007,4
3126,Kansas,Wichita,5/31/09,5,1,1,1,5,1,10,2,4,3,Army of God,0,-88,2,168,0,-88,-88,0,0,-88,-88,-88,0,0,0,1,15,Kansas,,0,10,5,1,0,0,1,-88,3,51,3,2,2,0,-88,United States of America,1,United States of America,612,0,-88,-88,-88,3,0,-88,1,3,0,0,1,0,0,-88,2,0,3,0,-88,-88,0,-88,0,1,1,2009,5
3127,District of Columbia,Washington,6/10/09,14,2,1,2,4,1,10,2,4,0,-88,0,-88,-88,-88,0,-88,-88,,,,,,0,1,0,0,2,Maryland,Annapolis,0,10,5,1,0,,1,,3,88,3,1,2,0,-88,United States of America,1,United States of America,1056,0,-88,-88,-88,5,,,,4,1,0,2,0,0,-88,0,1,0,3,4,5,0,-88,0,1,,2009,6
3128,California,Sacramento,7/19/99,15,,,,5,1,10,2,4,0,-88,0,-88,-88,-88,0,-88,-88,,-88,-88,-88,-88,0,1,0,0,5,California,,,10,2,,,,,,3,29,,,2,0,-88,United States of America,1,United States of America,348,0,-88,-88,-88,,,,,,,,,0,0,-88,0,0,,,,,0,-88,0,,,1999,7
3132,Washington,Everett,7/21/84,5,,,,5,0,9,2,1,0,-88,0,-88,-88,-88,0,-88,-88,-88,-88,-88,-88,-88,0,0,0,1,15,Washington,Everett,0,9,4,1,0,,1,,,29,,,2,0,-88,United States of America,1,United States of America,348,0,-88,-88,-88,,,,1,4,,0,1,0,0,-88,0,0,,,,,0,-88,0,1,,1984,7
3134,Illinois,Granite City,9/1/82,5,2,1,,5,1,10,2,4,3,Army of God,0,-88,3,,,,,-88,-88,-88,-88,-88,0,0,0,1,15,Texas,,0,10,5,1,0,8,,-88,3,42,,,2,0,-88,United States of America,1,United States of America,504,0,-88,-88,-88,,,,,,,,2,0,0,-88,0,0,,,,,0,-88,0,1,,1982,9
3136,District of Columbia,Washington,6/22/11,-88,-88,-88,-88,0,0,2,1,2,1,-88,,,3,,0,-88,-88,,0,-88,-88,-88,0,0,0,1,15,District of Columbia,Washington,0,5,5,1,0,0,,,3,57,,,2,0,-88,United States of America,1,United States of America,,0,-88,-88,-88,,0,-88,1,4,,0,2,0,0,-88,0,0,,0,-88,-88,0,-88,0,1,1,2011,6
3137,Virginia,Norfolk,3/1/95,1,1,1,,5,0,9,2,4,2,-88,,,,,,,,,-88,-88,-88,-88,0,0,0,1,15,Kansas,,0,9,5,,,,1,,3,24,2,4,1,0,-88,United States of America,1,United States of America,288,0,-88,-88,-88,,,,,,,0,,0,0,-88,0,0,,0,-88,-88,0,-88,0,,3,1995,3
3138,District of Columbia,Washington,1/20/85,5,2,2,0,5,1,10,,4,3,Army of God,,,2,,,,,-88,-88,-88,-88,-88,0,0,0,1,15,Maryland,,0,10,5,0,0,0,,-88,3,36,,,2,0,-88,United States of America,1,United States of America,,0,-88,-88,-88,,,,2,4,,0,2,0,0,-88,0,0,,3,9,,0,-88,0,,,1985,1
3139,New York,Syracuse,7/25/95,-88,-88,-88,-88,0,0,6,2,4,1,-88,,,2,,,,,,-88,-88,-88,-88,0,0,0,1,15,Maryland,Bowie,0,9,5,0,0,0,,,3,74,2,1,2,0,-88,United States of America,1,United States of America,888,0,-88,-88,-88,3,,,,4,3,0,2,0,0,-88,0,0,,0,-88,-88,0,-88,0,,,1995,7
3143,Illinois,Edwardsville,5/29/82,5,1,2,0,5,1,10,2,2,3,Army of God,,,2,,1,,,-88,-88,-88,-88,-88,0,0,0,1,15,Texas,Caney,0,10,1,1,0,,1,-88,3,18,1,0,2,0,-88,United States of America,1,United States of America,216,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,,0,-88,-88,0,-88,0,1,3,1982,5
3144,Florida,,11/10/03,5,1,,,3,1,7,2,4,0,Army of God,0,-88,-88,-88,0,-88,-88,,-88,-88,-88,-88,0,0,0,1,15,Florida,,0,10,5,0,0,,,-88,3,35,2,4,2,0,-88,United States of America,1,United States of America,420,0,-88,-88,-88,,0,-88,,,1,0,2,0,0,-88,0,0,3,3,9,3,0,-88,0,0,0,2003,11
3146,Virginia,Chesapeake,1/1/94,-88,-88,-88,-88,0,0,0,-88,-88,3,Army of God,,,2,,,,,,-88,-88,-88,-88,0,0,0,1,15,Virginia,,0,5,5,,0,8,1,-88,3,46,2,0,2,1,,United States of America,1,United States of America,,0,,,,3,,,,3,3,0,2,0,0,-88,0,0,3,1,,2,0,-88,0,1,,1994,1
3148,California,Sacramento,6/18/99,15,2,1,1,5,1,10,2,4,1,-88,0,-88,2,,1,0,0,1,-88,-88,-88,-88,0,1,0,0,2,California,Palo Cedro,0,10,5,0,0,0,1,-88,3,31,1,1,2,0,-88,United States of America,1,United States of America,372,0,-88,-88,-88,4,1,,2,4,1,0,2,0,0,-88,1,0,0,0,-88,-88,0,-88,1,0,3,1999,6
3150,New Hampshire,Walpole,11/11/94,-88,-88,-88,-88,0,0,2,1,1,1,-88,,,2,,,,,,-88,-88,-88,-88,0,0,0,1,15,New Hampshire,Walpole,0,9,4,1,0,,1,-88,3,39,3,0,2,0,-88,United States of America,1,United States of America,468,0,-88,-88,-88,,,,2,4,0,0,2,0,0,-88,0,0,3,,,,0,-88,0,1,3,1994,11
3151,Illinois,,3/15/84,5,1,2,0,5,1,10,2,4,3,Army of God,,,2,,1,1,0,-88,-88,-88,-88,-88,0,0,0,1,15,Texas,Caney,0,10,4,1,0,8,,,,20,,,2,0,-88,United States of America,1,United States of America,240,0,-88,-88,-88,,,,,,,,,0,0,-88,0,0,3,,,,0,-88,0,1,1,1984,3
3153,Virginia,Norfolk,12/13/94,5,1,2,0,5,0,9,2,4,2,-88,1,,2,,1,1,1,-88,-88,-88,-88,-88,0,0,0,1,15,Virginia,,0,9,5,0,0,0,1,,3,24,2,1,2,0,-88,United States of America,1,United States of America,288,0,-88,-88,-88,,0,-88,,,0,0,2,0,0,-88,0,0,3,,,,0,-88,0,0,,1994,12
3154,District of Columbia,Washington,1/20/85,5,2,2,0,5,1,7,2,4,3,Army of God,,,2,,,,,-88,-88,-88,-88,-88,0,0,0,1,15,Maryland,Bowie,0,9,5,0,0,0,1,-88,3,32,2,1,2,1,1/1/70 0:00,United States of America,1,United States of America,,0,-88,-88,-88,9,0,-88,1,3,,0,2,0,0,-88,0,0,,,,,0,-88,0,1,2,1985,1
3159,Georgia,Atlanta,7/27/96,14,2,2,2,5,1,10,2,4,3,Army of God,1,2,1,,0,-88,-88,0,-88,-88,-88,-88,0,0,0,1,15,North Carolina,Topton,0,10,5,1,0,,1,-88,3,29,1,0,2,0,-88,United States of America,1,United States of America,353,0,-88,-88,-88,4,0,-88,1,3,2,0,1,0,0,-88,0,1,1,,,,0,-88,0,1,1,1996,7
3160,District of Columbia,Washington,1/19/85,5,,,,5,0,9,2,4,2,-88,,,,,1,,,-88,-88,-88,-88,-88,0,0,0,1,15,Maryland,,0,9,5,,0,0,,-88,3,34,1,,2,0,-88,United States of America,1,United States of America,408,0,-88,-88,-88,4,0,-88,1,4,0,0,,0,0,-88,0,0,3,0,-88,-88,0,-88,0,,,1985,1
3161,New Mexico,Albuquerque,2/25/95,-88,-88,-88,-88,0,0,9,2,4,0,-88,0,-88,-88,-88,0,-88,-88,-88,-88,-88,-88,-88,0,0,0,1,15,New Mexico,,0,9,5,0,0,0,,,,38,,,2,0,-88,United States of America,1,United States of America,456,2,,-88,,,,,,,0,0,,0,0,-88,2,0,,,,,0,-88,0,,,1995,2
3163,Georgia,Carrolton,3/10/10,14,0,0,1,1,1,8,2,4,1,-88,1,4,3,,0,-88,-88,1,1,5,1,1,0,0,0,1,17,Georgia,,0,7,3,,,8,1,2,3,66,3,3,2,0,-88,United States of America,1,United States of America,792,0,-88,-88,-88,7,1,,,,1,0,2,0,0,-88,1,1,,1,16,3,0,-88,1,1,0,2010,3
3165,Illinois,Chicago,8/16/95,5,2,0,1,3,1,7,2,4,0,-88,0,-88,-88,-88,0,-88,-88,0,-88,-88,-88,-88,0,0,0,1,15,Wisconsin,,0,10,5,0,0,,1,-88,,33,3,4,2,0,-88,United States of America,1,United States of America,396,0,-88,-88,-88,5,0,-88,4,1,1,0,2,1,0,,0,0,,1,20,3,0,-88,0,0,0,1995,8
3167,Missouri,,1/1/88,-88,-88,-88,-88,0,0,2,1,2,1,-88,,,,,,,,-88,-88,-88,-88,-88,0,0,0,1,15,,,,5,,,,,,,3,33,,,1,0,-88,United States of America,1,United States of America,396,0,-88,-88,-88,,,,,,,,,0,0,-88,0,0,,0,-88,-88,0,-88,0,,,1988,1
3168,Kansas,Wichita,7/1/91,-88,-88,-88,-88,0,0,2,1,2,1,-88,,,3,,0,-88,-88,-88,-88,-88,-88,-88,0,0,0,1,15,Kansas,,0,3,5,0,0,0,1,-88,3,36,2,1,2,0,-88,United States of America,1,United States of America,432,0,-88,-88,-88,,0,-88,1,4,0,0,2,0,0,-88,0,0,1,0,-88,-88,0,-88,0,0,0,1991,7
3169,Florida,Orlando,6/3/98,-88,-88,-88,-88,0,0,2,1,1,0,-88,,,-88,-88,0,-88,-88,,-88,-88,-88,-88,0,0,0,1,15,Florida,,0,5,,,,,,,3,17,1,0,2,0,-88,United States of America,1,United States of America,204,0,-88,-88,-88,3,,,,1,0,0,-88,0,-88,-88,0,0,,0,-88,-88,0,-88,0,,,1998,6
3171,Kansas,Wichita,2/17/04,-88,-88,-88,-88,0,0,,,,3,Army of God,1,4,1,168,,,,,-88,-88,-88,-88,0,0,0,1,15,Kansas,,0,5,5,0,,0,,-88,3,38,2,4,2,1,,United States of America,1,United States of America,456,0,-88,-88,-88,5,0,-88,1,4,,0,2,0,0,-88,0,0,3,,,,0,-88,0,1,1,2004,2
3173,Texas,Houston,8/16/92,-88,-88,-88,-88,0,0,2,1,4,1,-88,,,3,36,,,,-88,-88,-88,-88,-88,0,0,0,1,15,Texas,Houston,,9,5,,0,0,,-88,3,30,1,0,1,0,-88,United States of America,1,United States of America,,0,-88,-88,-88,5,1,,1,4,0,0,2,0,0,-88,0,0,,0,-88,-88,0,-88,0,0,0,1992,8
3175,Florida,Orlando,6/1/98,-88,-88,-88,-88,0,0,2,,4,1,-88,0,-88,2,,,,,,-88,-88,-88,-88,0,0,0,1,15,Florida,,0,5,5,,,,1,-88,3,46,2,7,1,0,-88,United States of America,1,United States of America,552,0,-88,-88,-88,,,,4,1,,0,2,0,0,-88,0,0,,,,,0,-88,0,,,1998,6
3176,North Carolina,Concord,7/1/11,-88,-88,-88,-88,0,0,4,1,4,1,-88,0,-88,3,24,0,-88,-88,-88,0,-88,-88,-88,0,0,0,1,15,North Carolina,Concord,0,5,5,0,0,8,1,-88,3,63,2,5,2,0,-88,United States of America,1,United States of America,384,0,-88,-88,-88,5,0,-88,1,4,1,0,2,0,0,-88,0,0,,,,,0,-88,0,0,,2011,7
3178,North Carolina,,2/13/01,5,1,0,1,5,1,10,2,4,3,Army of God,,,2,,0,-88,-88,,-88,-88,-88,-88,0,0,0,1,15,North Carolina,Asheville,0,10,5,0,0,0,1,-88,3,42,,,1,2,,United States of America,1,United States of America,504,0,-88,-88,-88,6,0,-88,4,4,0,0,2,0,0,-88,2,0,,,,,0,-88,0,,,2001,2
3180,Florida,Pensacola,1/1/86,-88,-88,-88,-88,0,0,9,2,4,1,-88,0,-88,3,,0,-88,-88,-88,-88,-88,-88,-88,0,0,0,1,15,New Jersey,,0,9,5,0,0,8,1,-88,3,38,1,0,1,0,-88,United States of America,1,United States of America,456,0,-88,-88,-88,,0,-88,,,0,0,3,0,0,-88,0,0,,0,-88,-88,0,-88,0,0,0,1986,1
3182,Florida,Pensacola,3/19/86,-88,-88,-88,-88,0,0,3,2,4,0,-88,,,-88,-88,,,,-88,-88,-88,-88,-88,0,0,0,1,15,Florida,,,5,5,0,0,8,3,-88,3,48,2,1,2,0,-88,United States of America,1,United States of America,576,0,-88,-88,-88,,0,-88,2,4,4,0,2,0,0,-88,0,1,,0,-88,-88,0,-88,1,1,1,1986,3
3184,California,San Diego,7/27/87,5,1,1,,4,1,7,2,4,2,-88,,,2,24,0,-88,-88,-88,-88,-88,-88,-88,0,0,0,1,15,California,El Cajon,0,9,5,0,0,0,1,-88,3,29,2,,2,0,-88,United States of America,1,United States of America,,0,-88,-88,-88,5,0,-88,1,4,0,0,2,0,0,-88,0,0,,0,-88,-88,0,-88,0,0,0,1987,7
3185,Pennsylvania,Paoli,5/1/88,-88,-88,-88,-88,0,0,2,1,2,1,-88,1,1,1,1,0,-88,-88,-88,-88,-88,-88,-88,0,0,0,1,15,New York,New York,1,9,5,0,0,,1,-88,3,61,1,0,2,0,-88,United States of America,1,United States of America,732,0,-88,-88,-88,11,0,-88,1,4,0,0,3,0,0,-88,0,0,3,0,-88,-88,0,-88,0,1,1,1988,5
3187,Texas,Corpus Christi,10/1/88,-88,-88,-88,-88,0,0,2,1,4,1,-88,0,-88,3,1,,,,-88,-88,-88,-88,-88,0,0,0,1,15,Texas,,,9,5,,0,8,3,-88,3,35,2,4,2,0,-88,United States of America,1,United States of America,420,0,-88,-88,-88,5,0,-88,2,3,,0,3,0,0,-88,0,0,,0,-88,-88,0,-88,0,1,1,1988,10
3200,California,Los Angeles,6/1/88,-88,-88,-88,-88,0,0,9,1,2,1,-88,1,2,3,300,1,0,0,-88,-88,-88,-88,-88,0,0,0,1,15,California,Santa Clara,0,9,5,1,,8,3,-88,3,50,2,10,2,0,-88,United States of America,1,United States of America,600,0,-88,-88,-88,,0,-88,2,4,,0,3,0,0,-88,0,0,,0,-88,-88,0,-88,0,1,1,1988,6
3203,Ohio,Toledo,5/22/90,-88,-88,-88,-88,0,0,2,1,4,1,-88,,,3,,,,,-88,-88,-88,-88,-88,0,0,0,1,15,Ohio,Sylvania,0,9,5,0,0,0,,-88,3,27,,,1,0,-88,United States of America,1,United States of America,324,0,-88,-88,-88,5,,,,,0,0,2,0,0,-88,0,0,,0,-88,-88,0,-88,0,0,0,1990,5
3207,Illinois,Westmont,3/29/91,-88,-88,-88,-88,0,0,2,1,2,1,-88,,,,,,,,-88,-88,-88,-88,-88,0,0,0,1,15,Wisconsin,West Allis,,,,,,,,,3,32,,,2,0,-88,,,,,0,,,,,,,,,,,,0,0,-88,0,0,2,,,,0,-88,0,1,1,1991,3
3211,Virginia,,11/1/03,-88,-88,-88,-88,0,0,5,,4,2,-88,,,2,,,,,,-88,-88,-88,-88,0,0,0,1,15,Virginia,,0,9,5,0,0,0,1,-88,3,32,,,2,0,-88,United States of America,1,United States of America,384,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,,,,,0,-88,0,0,,2003,11
3213,New York,Buffalo,4/22/92,-88,-88,-88,-88,0,0,2,1,1,1,-88,,,3,,,,,-88,-88,-88,-88,-88,0,0,0,1,15,New York,,0,9,5,1,0,,1,-88,3,34,2,2,2,1,1/1/74 0:00,United States of America,1,United States of America,408,0,-88,-88,-88,7,,,1,3,0,0,2,0,0,-88,0,0,2,0,-88,-88,0,-88,0,1,3,1992,4
3215,Wisconsin,Milwaukee,3/30/92,-88,-88,-88,-88,0,0,2,2,1,1,-88,0,-88,3,,,,,0,-88,-88,-88,-88,0,0,0,1,15,Michigan,,0,5,5,1,0,8,1,-88,3,33,2,4,2,1,,United States of America,1,United States of America,396,0,-88,-88,-88,5,0,-88,1,4,0,0,2,0,0,-88,0,1,,3,3,1,1,3,0,1,,1992,3
3216,New York,New York,7/16/92,-88,-88,-88,-88,0,0,2,1,1,1,-88,,,2,,,,,,-88,-88,-88,-88,0,0,0,1,15,New York,New York,,9,5,,,,,,3,37,,,2,0,-88,United States of America,1,United States of America,,0,-88,-88,-88,,0,-88,,,,,,0,0,-88,0,0,3,,,,0,-88,0,,1,1992,7
3218,Florida,Pensacola,1/2/85,5,1,2,2,5,0,9,2,4,2,-88,,,2,,1,,0,-88,-88,-88,-88,-88,0,0,0,1,15,Florida,,0,9,5,,,0,,-88,3,18,2,0,1,0,-88,United States of America,1,United States of America,216,0,-88,-88,-88,,,,,,0,0,,0,0,-88,1,0,3,,,,0,-88,0,,,1985,1
3221,Virginia,Norfolk,3/1/94,-88,-88,-88,-88,0,0,2,1,2,1,-88,0,-88,3,,0,-88,-88,,-88,-88,-88,-88,0,0,0,1,15,Virginia,Norfolk,0,9,5,0,0,0,1,-88,3,36,2,6,2,0,-88,United States of America,1,United States of America,432,0,-88,-88,-88,5,0,-88,1,4,0,0,3,0,0,-88,0,0,3,0,-88,-88,0,-88,0,1,0,1994,3
3224,Pennsylvania,Wilkinsburg,3/2/00,14,,,1,5,1,10,2,,0,-88,,,-88,-88,,,,,-88,-88,-88,-88,0,0,0,1,18,Pennsylvania,,0,10,5,,,,2,,2,39,,,2,0,-88,United States of America,1,United States of America,468,0,-88,-88,-88,,,,3,1,,0,1,0,0,-88,0,0,,,,,0,-88,0,,,2000,3
