subject_id,loc_habit1_lat,loc_habit1_long
1131,32.7174202,-117.1627728
1132,44.0234387,-92.4630182
1136,33.7489924,-84.3902644
1139,40.3909328,-75.4921249
1140,39.2465755,-106.29536209696522
1142,41.184722300000004,-73.18672053183846
1143,39.030019100000004,-77.46964646557657
1144,38.882334,-77.1710914
1160,35.1708068,-101.9137545
1161,45.5228939,-122.989827
1162,39.2908816,-76.610759
1163,38.8051095,-77.0470229
1164,38.8051095,-77.0470229
1166,38.8051095,-77.0470229
1167,38.8051095,-77.0470229
1169,34.7464809,-92.2895948
1170,40.7127281,-74.0060152
1171,40.7127281,-74.0060152
1172,41.5034271,-74.0104179
1173,41.3873306,-74.2507287
1174,35.5957129,-78.7313999
1179,35.7803977,-78.6390989
1181,35.7803977,-78.6390989
1182,40.7127281,-74.0060152
1200,21.304547,-157.8556764
1201,38.8903961,-77.0841585
2001,42.3602534,-71.0582912
2002,40.7127281,-74.0060152
2003,40.7127281,-74.0060152
2010,39.53133605,-74.94292527340784
2011,42.3602534,-71.0582912
2012,39.9622601,-83.0007065
2013,39.9622601,-83.0007065
2018,41.8755616,-87.6244212
2019,41.8755616,-87.6244212
2021,40.6501038,-73.9495823
2023,33.5635206,-101.879336
2025,27.9658533,-82.8001026
2026,30.0929491,-96.0806548
2027,41.5051613,-81.6934446
2029,32.7174202,-117.1627728
2031,40.7127281,-74.0060152
2034,46.244206750000004,-119.10181999130866
2036,40.7127281,-74.0060152
2042,39.2908816,-76.610759
2052,32.7174202,-117.1627728
2055,32.7174202,-117.1627728
2056,32.7174202,-117.1627728
2057,44.9772995,-93.2654692
2061,47.6038321,-122.3300624
2062,35.2272086,-80.8430827
2065,29.7589382,-95.3676974
2067,32.7174202,-117.1627728
2068,42.3315509,-83.0466403
2072,34.0536909,-118.242766
2100,41.0336768,-79.2514282
2103,47.6571934,-117.4235106
2107,32.912624,-96.6388833
2108,40.7127281,-74.0060152
2109,42.2606614,-71.4641337
2111,40.7127281,-74.0060152
2113,33.5206824,-86.8024326
2114,38.8051095,-77.0470229
2120,25.7741728,-80.19362
2121,27.9477595,-82.458444
2126,39.2673284,-76.7983067
2128,40.735657,-74.1723667
2152,34.5399962,-112.4687616
2170,40.7127281,-74.0060152
2186,42.3222599,-83.1763145
2193,42.3369816,-83.2732627
2194,42.3222599,-83.1763145
2200,42.3315509,-83.0466403
2202,42.3222599,-83.1763145
2231,37.3361905,-121.890583
2234,40.7127281,-74.0060152
2235,32.7174202,-117.1627728
2240,41.311367,-105.591101
2241,40.6501038,-73.9495823
2243,39.100105,-94.5781416
2251,40.7127281,-74.0060152
3001,40.9034315,-73.4598432
3005,45.5202471,-122.6741949
3006,40.87941295,-73.00394259997734
3007,45.5202471,-122.6741949
3008,40.8832318,-72.8578027
3009,40.87941295,-73.00394259997734
3010,40.95592895,-72.96804285664044
3011,47.6038321,-122.3300624
3022,32.2228765,-110.9748477
3027,40.7596198,-111.8867975
3035,34.7464809,-92.2895948
3038,45.031823,-93.3606072
3043,32.7762719,-96.7968559
3050,43.09251975,-78.76021782988131
3062,47.6038321,-122.3300624
3063,40.2041625,-74.67932438979872
3064,35.6876096,-105.9384569
3107,44.0505054,-123.0950506
3112,38.5810606,-121.4938951
3116,45.5202471,-122.6741949
3117,42.3315509,-83.0466403
3123,47.4234599,-120.3103494
3125,31.3386242,-94.7288558
3127,38.9786401,-76.492786
3132,47.9673056,-122.2013998
3136,38.8949924,-77.0365581
3139,38.9424464,-76.7301718
3143,33.6709427,-94.8818839
3148,40.5637631,-122.2388916
3150,43.07943,-72.4259189
3151,33.6709427,-94.8818839
3154,38.9424464,-76.7301718
3159,35.2470348,-83.7032269
3173,29.7589382,-95.3676974
3176,35.4094178,-80.5800049
3178,35.6009498,-82.5540161
3184,32.7947731,-116.9625269
3185,40.7127281,-74.0060152
3200,37.2333253,-121.6846349
3203,41.7189392,-83.7129935
3207,43.0166806,-88.0070315
3216,40.7127281,-74.0060152
3221,36.8462923,-76.2929252
3228,30.421309,-87.2169149
3237,42.3602534,-71.0582912
3238,33.7489924,-84.3902644
3241,36.8689554,-94.367996
3259,38.391439,-89.4900881
3281,37.7790262,-122.4199061
3293,30.421309,-87.2169149
3307,42.0987125,-75.9125262
3316,41.7244885,-81.245657
3318,47.6571934,-117.4235106
3329,37.6922361,-97.3375448
3336,40.7127281,-74.0060152
3347,35.9603948,-83.9210261
3348,40.666149,-89.5800978
3354,32.2990384,-90.1847691
3355,29.7589382,-95.3676974
3358,42.9320202,-76.5672029
3370,35.0078434,-78.3609662
3372,28.2441768,-82.7192671
3374,35.9631851,-88.4487987
3375,32.2228765,-110.9748477
3391,34.6183433,-79.0083993
3399,37.1513327,-120.2862884
3405,35.6150716,-87.0352831
3409,40.7596198,-111.8867975
3416,33.4484367,-112.0741417
3426,30.4764878,-96.6353488
3427,39.6852191,-75.7508289
3432,40.7596198,-111.8867975
3436,37.173378400000004,-87.69459883493928
3441,33.4484367,-112.0741417
3443,36.1672559,-115.1485163
3446,35.7803977,-78.6390989
3452,45.5202471,-122.6741949
3453,33.4484367,-112.0741417
3456,45.5202471,-122.6741949
3457,41.745383,-70.618087
3458,38.8525044,-76.87233591163778
3461,47.6742994,-116.7811531
3476,48.2765903,-116.5532476
3482,42.291707,-85.5872286
3483,32.753177,-97.3327459
3485,33.0788867,-97.5654422
3486,33.0788867,-97.5654422
3491,38.861159,-90.0976069
3499,26.0217447,-97.5341534
3501,30.6943566,-88.0430541
3505,38.6269929,-88.9456158
3506,33.7489924,-84.3902644
3513,46.5085066,-116.5509813
3517,34.28497,-118.437652
3518,44.3353211,-85.5741088
3519,35.9603948,-83.9210261
3520,39.9734957,-74.3816966
3524,38.9695316,-77.3859479
3527,31.8694349,-81.6077657
3545,48.6205235,-116.4329606
3554,38.5810606,-121.4938951
3573,32.0376629,-93.7001819
3577,40.1948848,-92.5833939
3591,45.7874957,-108.49607
3592,30.2711286,-97.7436995
3595,36.0301134,-114.9826194
3597,29.2854132,-81.0557921
3599,31.8694349,-81.6077657
3612,38.2706775,-79.8806124
3613,38.5889386,-89.990382
3617,37.72338,-88.2367046
3637,35.7111847,-89.087565
3642,36.1672559,-115.1485163
3643,31.7754152,-106.464634
3645,35.2710978,-115.4494367
3651,36.5945173,-94.3841031
3652,39.3642852,-74.4229351
3653,34.5291,-90.59
3655,47.3271465,-111.3281242
3657,43.534612,-72.356644
3660,34.2440587,-116.9101808
3669,44.0505054,-123.0950506
3673,43.534612,-72.356644
3674,39.7683331,-86.1583502
3684,43.925099,-72.666321
3686,43.923615,-71.892471
3703,31.549333,-97.1466695
3708,27.7522487,-98.0697249
3709,35.0841034,-106.6509851
3758,40.7127281,-74.0060152
3770,44.9772995,-93.2654692
3778,39.7683331,-86.1583502
3783,37.6360342,-84.5408428
3796,42.9304376,-70.824896
3807,40.399178000000006,-74.3409035740521
3812,34.0536909,-118.242766
3821,41.7302743,-77.9022292
3834,37.4108841,-94.70496
3848,35.5071045,-78.7391813
3858,41.0799898,-85.1386015
3860,48.8636212,-117.3718881
3872,45.5385457,-122.4330512
3877,41.298434349999994,-72.93102342707913
3878,41.8779105,-84.5984396
3908,47.4783319,-99.5478963
3910,35.2189456,-98.6072856
3917,39.7136754,-82.5993294
3920,37.5385087,-77.43428
3941,37.9313371,-86.1902231
3982,38.8949924,-77.0365581
3989,44.7408093,-89.0631653
3990,43.467517,-85.942001
3995,33.4484367,-112.0741417
4032,30.4380832,-84.2809332
4036,41.4297694,-84.8713507
4039,39.7392364,-104.9848623
4043,39.4020593,-75.0393368
4044,47.6571934,-117.4235106
4048,30.3674198,-89.0928155
4057,41.4570418,-72.8231552
4063,32.7174202,-117.1627728
4067,47.32121,-106.910461
4077,47.32121,-106.910461
4080,39.7683331,-86.1583502
4083,38.6710975,-121.38795381804641
4087,47.32121,-106.910461
4097,47.32121,-106.910461
4098,32.7174202,-117.1627728
4100,38.1353972,-80.2131261
4114,34.4443243,-86.934547
4115,42.3315509,-83.0466403
4121,34.0536909,-118.242766
4123,39.7392364,-104.9848623
4127,38.8949924,-77.0365581
4131,30.7485258,-94.000884
4143,32.2228765,-110.9748477
4145,41.8755616,-87.6244212
4148,34.0536909,-118.242766
4150,38.8949924,-77.0365581
4153,42.8867166,-78.8783922
4155,47.6038321,-122.3300624
4179,43.4935589,-112.0401206
4180,38.8949924,-77.0365581
4190,42.1018764,-72.5886727
4192,42.1018764,-72.5886727
4193,39.2806451,-80.3445341
4199,40.2338438,-111.6585337
4200,34.0536909,-118.242766
4201,36.105534500000005,-77.71278149494381
4203,37.5385087,-77.43428
4204,37.5131191,-77.3465081
4205,37.5385087,-77.43428
4206,44.2033956,-92.6461155
4208,40.9418427,-73.1058559
4212,42.58485235,-82.93482447460985
4220,29.7589382,-95.3676974
4223,43.5060862,-90.668186
4232,36.1672559,-115.1485163
4241,40.4189566,-80.5895167
4245,41.1348213,-81.4848086
4247,34.6481318,-97.9580933
4250,41.7978095,-87.8447798
4256,46.601557,-120.5108421
4261,33.9137085,-98.4933873
4264,37.8382608,-120.2326894
4274,31.4486118,-102.5163544
4277,47.4234599,-120.3103494
4279,64.837845,-147.716675
4283,32.753177,-97.3327459
4285,38.6264178,-90.1998378
4287,45.5202471,-122.6741949
4289,34.5774368,-83.332881
4297,44.2780432,-88.2720503
4308,41.8755616,-87.6244212
4309,25.7741728,-80.19362
4319,29.7589382,-95.3676974
4320,38.3053765,-90.30015416764618
4323,30.421309,-87.2169149
4325,40.8894611,-111.8804817
4330,40.7596198,-111.8867975
4334,42.4393707,-123.3272489
4339,40.9465118,-73.0691257
4341,39.5261206,-119.8126581
4345,36.1622296,-86.7743531
4353,44.9504037,-93.1015026
4359,30.6485191,-91.1564961
4361,41.3525797,-76.0324241
4368,32.7174202,-117.1627728
4372,48.2765903,-116.5532476
4387,44.0505054,-123.0950506
4410,41.0246864,-81.0503164
4422,42.2222614,-83.3965995
4423,35.9037438,-81.0906356
4438,36.1622296,-86.7743531
4458,36.2445808,-80.0697641
4459,47.7587944,-116.7568579
4479,39.5137752,-121.556359
4480,38.5634484,-75.5746476
4517,40.7127281,-74.0060152
4554,40.7127281,-74.0060152
4584,42.3602534,-71.0582912
4586,47.32121,-106.910461
4589,39.8964641,-80.1792299
4594,45.8861603,-95.3795329
4595,32.701938999999996,-97.10562379033699
4600,44.5678717,-91.6706955
4606,48.7544012,-122.4788361
4613,40.9452911,-74.0735899
4616,36.1825728,-93.4046288
4618,35.2272086,-80.8430827
4619,47.32121,-106.910461
4623,44.009134,-96.100581
4635,41.4739419,-81.5370671
4661,41.5733669,-87.7844944
4674,48.3840879,-113.972144
4675,48.3840879,-113.972144
4683,40.6501038,-73.9495823
4688,32.9481789,-96.7297206
4692,47.5602073,-122.22014226861951
4707,40.7127281,-74.0060152
4714,40.7127281,-74.0060152
4715,40.7127281,-74.0060152
4752,39.1154496,-77.5645446
4757,40.7127281,-74.0060152
4761,40.721929599999996,-73.55839696869465
4764,40.7127281,-74.0060152
4795,18.465299,-66.116666
4976,40.7127281,-74.0060152
5010,47.6571934,-117.4235106
5067,36.7291152,-108.2054451
5070,34.0536909,-118.242766
5080,34.0536909,-118.242766
5082,47.7587944,-116.7568579
5095,33.4484367,-112.0741417
5103,38.8922687,-89.4131356
5110,40.7127281,-74.0060152
5111,40.7127281,-74.0060152
5113,41.0246864,-81.0503164
5115,40.7127281,-74.0060152
5116,40.7127281,-74.0060152
5118,40.6501038,-73.9495823
5133,18.3794415,-65.957695
5140,41.8755616,-87.6244212
5142,41.8755616,-87.6244212
5151,40.735657,-74.1723667
5158,42.6159286,-70.6619888
5169,38.8949924,-77.0365581
5170,48.8504748,-117.3908003
5173,40.7127281,-74.0060152
5174,40.735657,-74.1723667
5187,29.7589382,-95.3676974
5189,38.6264178,-90.1998378
5250,39.100105,-94.5781416
5278,41.1845415,-73.1331651
5284,35.691189,-91.5956928
5287,47.6571934,-117.4235106
5294,29.7589382,-95.3676974
5295,42.976453,-88.1090391
5313,34.4458248,-119.0779359
5316,46.8739081,-96.7538674
5324,27.9477595,-82.458444
5327,35.3584122,-88.5989385
5331,48.3840879,-113.972144
5343,42.058436,-70.1786375
5347,37.270973,-79.9414313
5371,44.6697996,-74.9813349
5386,38.7071247,-121.2810611
5407,47.7587944,-116.7568579
5411,34.6183433,-79.0083993
5414,40.9796683,-74.1194403
5418,33.772179449999996,-116.49529769785079
5419,41.7075394,-86.8950297
5435,35.3540209,-120.3757163
5454,32.9237404,-91.8842948
5532,40.7127281,-74.0060152
5639,40.7127281,-74.0060152
5661,39.9527237,-75.1635262
5685,33.8062166,-84.1457505
5701,34.0211224,-118.396466
5706,34.0536909,-118.242766
5718,40.7127281,-74.0060152
5794,36.1672559,-115.1485163
5812,40.3267407,-78.9219698
5818,38.69824625,-76.85080513059404
5839,40.7127281,-74.0060152
5841,30.7485258,-94.000884
5842,34.7865497,-76.8591057
5848,34.0536909,-118.242766
5854,42.81909025,-78.833717479075
5892,35.189443,-114.0530065
5906,41.8755616,-87.6244212
5907,41.8755616,-87.6244212
5913,33.626629,-86.5549335251678
5914,34.010929,-85.9989596
5918,35.4094178,-80.5800049
5922,64.53152,-146.91583872487735
5923,64.53152,-146.91583872487735
5926,41.7571701,-88.3147539
5966,43.0186858,-74.0315162
5969,36.1672559,-115.1485163
6000,30.6943566,-88.0430541
6001,30.6943566,-88.0430541
6002,40.4418068,-79.8819609
6004,41.9031963,-85.5356726
6005,35.7803977,-78.6390989
6009,41.8755616,-87.6244212
6010,34.2675937,-86.2088669
6012,35.7803977,-78.6390989
6013,40.6956552,-73.3256753
6014,33.8347516,-117.911732
6017,37.6922361,-97.3375448
6019,26.1723065,-80.1319893
6020,26.1723065,-80.1319893
6022,28.5421109,-81.3790304
6023,35.7882893,-78.7812081
6024,38.097198,-121.3878496465736
6025,40.7856853,-73.24845450035836
6029,25.7741728,-80.19362
6030,43.0161693,-83.6900211
6032,36.1672559,-115.1485163
6034,33.7746292,-117.9463717
6035,39.6534464,-75.5165881
6037,44.7426933,-92.8518697
6039,44.9772995,-93.2654692
6042,34.257038,-85.1646726
6043,34.257038,-85.1646726
6044,41.8906112,-80.3664542
6046,29.7857853,-95.8243956
6048,39.8005505,-105.0811573
6052,36.1672559,-115.1485163
6054,30.508235,-97.6788934
6055,30.2711286,-97.7436995
6056,47.6038321,-122.3300624
6057,33.7500378,-117.8704931
6063,35.6709727,-80.4742261
6064,33.1540091,-97.0647322
6068,41.7003302,-88.0717708
6069,48.8319678,-115.7090665
6070,33.1161567,-96.0808922
6071,25.9140256,-97.4890856
6072,40.7127281,-74.0060152
6073,41.184722300000004,-73.18672053183846
6074,44.9772995,-93.2654692
6075,44.9772995,-93.2654692
6076,38.6264178,-90.1998378
6078,30.2711286,-97.7436995
6079,39.1648,-84.65362113692915
6081,27.9477595,-82.458444
6082,38.6264178,-90.1998378
6084,38.6264178,-90.1998378
6085,43.1009031,-75.2326641
6087,42.2713945,-89.093966
6088,35.9131542,-79.05578
6089,36.1672559,-115.1485163
6091,40.7127281,-74.0060152
6092,40.7127281,-74.0060152
6093,44.9772995,-93.2654692
6095,44.9772995,-93.2654692
6096,30.2711286,-97.7436995
6097,45.0748543,-93.3296296
6098,44.9772995,-93.2654692
6099,38.6264178,-90.1998378
6100,35.99784665,-86.59496163412851
6101,38.8051095,-77.0470229
6107,40.9074237,-74.1183543
6108,41.6529143,-83.5378173
6110,41.6529143,-83.5378173
6115,44.9772995,-93.2654692
6116,38.8051095,-77.0470229
6118,41.7571701,-88.3147539
6119,41.8755616,-87.6244212
6120,38.4408563,-92.9918652
6121,44.9772995,-93.2654692
6122,44.9772995,-93.2654692
6123,40.7127281,-74.0060152
6125,39.100105,-94.5781416
6126,34.02332,-84.360022
6128,44.9772995,-93.2654692
6129,47.3826903,-122.2270272
6131,47.6038321,-122.3300624
6132,44.9772995,-93.2654692
6133,48.3697168,-114.191582
6134,41.7118728,-112.1655079
6135,34.0536909,-118.242766
6137,44.9772995,-93.2654692
6138,37.5131191,-77.3465081
6140,44.9772995,-93.2654692
6142,40.7127281,-74.0060152
6143,40.7127281,-74.0060152
6146,39.9527237,-75.1635262
6147,43.074761,-89.3837613
6148,39.049011,-95.677556
6149,39.9622601,-83.0007065
6150,39.9622601,-83.0007065
6151,39.049011,-95.677556
6152,44.9772995,-93.2654692
6153,44.9772995,-93.2654692
6154,44.9772995,-93.2654692
6155,44.9772995,-93.2654692
6156,44.9772995,-93.2654692
6157,44.9772995,-93.2654692
6158,32.7174202,-117.1627728
6159,33.4484367,-112.0741417
6160,33.4484367,-112.0741417
6161,33.4060825,-86.78985769796296
6164,32.7666103,-96.599472
6169,33.7500378,-117.8704931
6170,33.4709714,-81.9748429
6171,44.9772995,-93.2654692
6172,40.7127281,-74.0060152
6173,30.0798826,-95.4172549
6176,35.1223478,-85.3436973
6177,33.8347516,-117.911732
6178,42.3602534,-71.0582912
6179,42.40843,-71.0536625
6180,41.7002024,-71.4161108
6181,38.7509488,-77.4752667
6182,38.636447000000004,-77.26763351180257
6183,33.4484367,-112.0741417
6184,40.7127281,-74.0060152
6185,34.0007493,-81.0343313
6186,41.48754,-82.101537
6187,40.8509333,-73.9701382
6188,40.7127281,-74.0060152
6189,40.7127281,-74.0060152
6190,41.6529143,-83.5378173
6191,40.8509333,-73.9701382
6192,35.7454291,-81.6870837
6194,35.4464642,-85.8094234
6197,40.7127281,-74.0060152
6199,30.2711286,-97.7436995
6203,30.2240897,-92.0198427
6206,37.8044557,-122.2713563
6207,25.7741728,-80.19362
6208,39.1404477,-121.6169108
6209,39.1457247,-121.5913516
6210,39.1457247,-121.5913516
6211,34.5793131,-118.1171108
6214,41.6572753,-87.6801848
6215,36.4745636,-81.804838
6221,30.4536825,-89.7693001
6222,31.9881553,-90.3570194
6227,35.0555363,-87.1578671
6229,37.8708846,-90.5273473
6241,43.091004600000005,-78.88294651188136
6245,38.6264178,-90.1998378
6246,30.1894252,-82.6394803
6248,30.2095235,-82.62636971302578
6250,29.7589382,-95.3676974
6251,41.8755616,-87.6244212
6254,35.2622158,-81.1838794
6278,33.4355977,-112.349602
6282,40.7127281,-74.0060152
6285,29.7589382,-95.3676974
6296,30.8657362,-91.0156594
6297,42.4853125,-83.3771553
6299,32.2731475,-89.9868058
6300,43.3126329,-73.8345646
6301,43.3126329,-73.8345646
6306,47.6038321,-122.3300624
6316,41.083064,-81.518485
6318,42.5006217,-90.6647967
6319,39.0216302,-105.7967842
6320,44.9504037,-93.1015026
6321,44.818173,-93.1659179
6322,46.8068852,-92.2382464
6323,45.8260672,-92.9685423
6325,34.0550328,-117.1827445
6326,44.9772995,-93.2654692
6327,33.9533546,-117.3961623
6328,40.2663107,-76.8861122
6329,37.9357576,-122.3477486
6330,43.157285,-77.615214
6332,29.7589382,-95.3676974
6333,39.9527237,-75.1635262
6335,39.423429,-76.29001049733459
6336,44.9772995,-93.2654692
6337,33.6856969,-117.8259819
6338,43.0349931,-87.922497
6340,33.7855722,-118.0850642
6342,36.771772,-114.1267663
6347,25.6718125,-80.35486075316194
6349,38.636447000000004,-77.26763351180257
6350,38.636447000000004,-77.26763351180257
6355,37.0481417,-112.5285476
6356,39.1014537,-84.5124602
6357,32.5438429,-83.5960264
6358,45.8956885,-119.4914117
6359,40.2338438,-111.6585337
6360,45.4221105,-116.315411
6361,39.2931174,-83.9888205
6362,41.1958128,-115.3272864
6363,45.4221105,-116.315411
6366,42.3369816,-83.2732627
6368,39.2908816,-76.610759
6369,37.6110502,-93.4107968
6370,37.5482697,-121.9885719
6373,46.9812063,-123.6026629
6376,38.8051095,-77.0470229
6377,37.1641544,-120.7678602
6378,40.7127281,-74.0060152
6379,26.0112014,-80.1494901
6380,44.769129,-94.1516424
6381,39.9547861,-82.8121191
6382,37.4443293,-122.1598465
6383,37.4443293,-122.1598465
6384,37.0065078,-121.5631723
6385,33.0136764,-96.6925096
6386,33.1838787,-97.1413417
6388,42.3602534,-71.0582912
6389,47.6038321,-122.3300624
6391,27.4467056,-80.3256056
6392,32.2228765,-110.9748477
6393,39.003809849999996,-77.40832792370676
6394,40.7127281,-74.0060152
6395,32.7666103,-96.599472
6396,39.8433769,-86.3977736
6397,38.778416,-77.27496377315485
6401,40.2336795,-81.3442776
6403,44.9772995,-93.2654692
6404,41.6529143,-83.5378173
6405,44.9772995,-93.2654692
6406,36.5945034,-82.1885212
6407,40.9372413,-73.0251829661974
6408,33.7489924,-84.3902644
6410,40.7127281,-74.0060152
6412,44.9772995,-93.2654692
6413,26.6863667,-80.1068588
6414,26.715364,-80.0532942
6415,26.8002153,-80.0661631
6416,41.6529143,-83.5378173
6417,38.9742502,-94.6851702
6418,39.9622601,-83.0007065
6419,40.7127281,-74.0060152
6420,40.7127281,-74.0060152
6423,38.8462236,-77.3063733
6428,42.3315509,-83.0466403
6429,30.421309,-87.2169149
6430,35.2272086,-80.8430827
6432,37.9747645,-87.5558483
6434,38.4404925,-122.7141049
6435,45.6306954,-122.6744557
6437,41.6529143,-83.5378173
6438,41.6529143,-83.5378173
6439,42.8507588,-72.5572913
6440,42.8507588,-72.5572913
6441,37.270973,-79.9414313
6442,43.6610277,-70.2548596
6443,39.1670396,-86.5342881
6445,33.6534427,-84.4493725
6450,46.6540065,-120.5302727
6451,37.08418,-94.51323
6452,40.4189566,-80.5895167
6453,34.2073196,-84.1401926
6455,36.1672559,-115.1485163
6456,39.100105,-94.5781416
6459,33.403006000000005,-116.03992640076336
6460,47.9317013,-97.0175792
6461,30.3321838,-81.655651
6462,38.882334,-77.1710914
6466,39.9527237,-75.1635262
6467,38.8949924,-77.0365581
6469,35.8923253,-82.8290318
6471,38.2770227,-85.7371604
6472,38.9556031,-90.1867765
6473,29.7589382,-95.3676974
6477,39.7683331,-86.1583502
6480,40.7127281,-74.0060152
6482,38.6411854,-83.744365
6483,27.4467056,-80.3256056
6484,40.6639916,-74.2107006
6485,45.5616075,-94.1642004
6488,34.7575227,-112.4537809
6491,38.9529442,-76.9408647
6492,34.0536909,-118.242766
6505,30.4388041,-90.4414762
6507,33.0314508,-111.3873431
6508,37.0430812,-100.920999
6509,37.0430812,-100.920999
6510,40.7127281,-74.0060152
6511,43.0349931,-87.922497
6512,43.0349931,-87.922497
6513,39.1904082,-81.5320773
6516,35.2673857,-78.0374891
6517,38.925927,-79.8466552
6518,43.555764,-73.403778
6522,40.7127281,-74.0060152
6523,47.6038321,-122.3300624
6525,44.5645659,-123.2620435
6526,47.6038321,-122.3300624
6527,41.8239891,-71.4128343
6530,34.14791,-118.7657042
6531,35.0555363,-87.1578671
6532,35.0555363,-87.1578671
6533,42.7337712,-84.5553805
6534,42.7337712,-84.5553805
6537,39.9622601,-83.0007065
6541,47.6038321,-122.3300624
6542,37.9885936,-85.7158246
6544,30.2711286,-97.7436995
6548,32.7174202,-117.1627728
6549,47.6144219,-122.1923372
6558,39.1670396,-86.5342881
6559,41.4819932,-81.7981908
6560,41.5051613,-81.6934446
6561,41.3661614,-81.8543026
6562,41.5051613,-81.6934446
6575,26.1603626,-80.138934
6580,41.4169806,-87.3653136
6581,33.7489924,-84.3902644
6582,38.2009055,-84.8732836
6583,40.7127281,-74.0060152
6584,39.9622601,-83.0007065
6585,33.5206824,-86.8024326
6586,33.5206824,-86.8024326
6587,33.4484367,-112.0741417
6588,36.7282096,-76.5835703
6594,36.1622296,-86.7743531
6596,42.8694731,-85.6447492
6597,44.9504037,-93.1015026
6599,40.7127281,-74.0060152
6600,40.7127281,-74.0060152
6601,39.9527237,-75.1635262
6602,39.7686055,-94.8466322
6604,25.7741728,-80.19362
6606,43.0630834,-83.8510732
6607,38.8949924,-77.0365581
6611,43.5737361,-116.559631
6613,35.536297,-100.9601552
6616,38.545379,-121.7445835
6618,39.6534464,-75.5165881
6619,38.8949924,-77.0365581
6620,33.8360035,-79.0478143
6623,38.8838856,-94.81887
6627,43.074761,-89.3837613
6628,40.847727899999995,-73.27512207268637
6629,34.8993298,-77.5466343
6630,30.421309,-87.2169149
6636,31.8694349,-81.6077657
6637,31.8694349,-81.6077657
6638,31.8694349,-81.6077657
6640,33.3806716,-84.7996573
6641,28.8026443,-96.9766308
6642,41.8755616,-87.6244212
6643,44.9391565,-123.033121
6644,27.4467056,-80.3256056
6645,39.3309401,-76.6349686
6646,38.3662114,-75.6008881
6647,40.3359029,-80.0833881
6649,44.5645659,-123.2620435
6651,42.0333608,-88.083406
6652,36.0103562,-84.2696449
6653,36.1986898,-84.0371392
6655,36.0317472,-84.0279677
6656,35.9198223,-83.0257054
6657,35.9670412,-83.1876578
6658,36.1631575,-82.8309861
6659,36.0317472,-84.0279677
6660,36.0317472,-84.0279677
6661,36.1034126,-84.1318632
6662,40.5508527,-105.0668085
6663,44.8322405,-93.3204872
6664,32.9857275,-80.1098123
6666,39.81811999999999,-74.97996221777835
6669,42.7178558,-73.8334554
6670,40.6501038,-73.9495823
6673,28.2716755,-82.7195451
6674,28.2716755,-82.7195451
6675,28.2716755,-82.7195451
6678,30.1654707,-81.7016346
6679,36.7394421,-119.7848307
6680,32.9481789,-96.7297206
6681,35.3738712,-119.0194639
6685,42.4461322,-87.8328505
6686,42.4461322,-87.8328505
6688,37.7639175,-120.84588982964384
6693,40.6178915,-75.3786521
6694,38.838491000000005,-77.20852375508332
6696,47.3075369,-122.2301808
6697,47.6038321,-122.3300624
6698,30.2711286,-97.7436995
6699,33.8347516,-117.911732
6701,27.9477595,-82.458444
6703,45.5228939,-122.989827
6705,39.7392364,-104.9848623
6708,39.7589478,-84.1916069
6711,39.1014537,-84.5124602
6713,45.5202471,-122.6741949
