subject_id,loc_plot1_lat,loc_plot1_long
3877,41.29843435,-72.93102343
3884,36.2675793,-94.4846602
3890,33.4484367,-112.0741417
3899,47.9479601,-116.7079745
3900,42.3602534,-71.0582912
3904,35.4729886,-97.5170536
3905,40.5886259,-83.1287349
3908,46.893876,-99.299833
3910,35.2189456,-98.6072856
3911,28.5421109,-81.3790304
3915,36.9762927,-121.9540577
3917,36.0301134,-114.9826194
3919,46.893876,-99.299833
3920,37.5385087,-77.43428
3924,39.7392364,-104.9848623
3926,33.8347516,-117.911732
3961,47.8278656,-122.3053932
3962,33.4484367,-112.0741417
3975,39.7589478,-84.1916069
3982,38.8949924,-77.0365581
3985,32.0809263,-81.0911768
3989,44.7377544,-89.0284421
3990,43.467517,-85.942001
3997,46.0491763,-118.3880417
3999,35.6876096,-105.9384569
4003,34.1335332,-86.8779268
4007,31.1171441,-97.727796
4008,47.6571934,-117.4235106
4009,39.4453393,-83.8285375
4012,28.5421109,-81.3790304
4021,47.32121,-106.910461
4024,29.7589382,-95.3676974
4028,39.7392364,-104.9848623
4029,35.2017495,-83.8240676
4031,35.0525759,-78.878292
4032,30.4380832,-84.2809332
4033,34.0536909,-118.242766
4036,41.4297694,-84.8713507
4037,32.753177,-97.3327459
4039,39.7392364,-104.9848623
4040,35.2017495,-83.8240676
4042,39.287002,-84.4852213
4043,39.5237259,-75.2360204
4046,32.753177,-97.3327459
4048,30.3674198,-89.0928155
4053,47.32121,-106.910461
4057,43.0281329,-73.3812231
4058,47.6742994,-116.7811531
4060,32.5221828,-93.7651944
4063,32.7174202,-117.1627728
4067,47.32121,-106.910461
4071,43.0281329,-73.3812231
4075,32.7762719,-96.7968559
4077,47.32121,-106.910461
4080,39.7683331,-86.1583502
4083,38.5810606,-121.4938951
4091,32.7762719,-96.7968559
4093,35.7478769,-95.3696909
4097,47.32121,-106.910461
4098,32.7174202,-117.1627728
4105,32.8383828,-116.9739167
4108,32.7174202,-117.1627728
4114,34.4428135,-86.92699139
4115,42.3315509,-83.0466403
4121,33.6856969,-117.8259819
4122,39.7392364,-104.9848623
4123,39.7392364,-104.9848623
4125,33.6952318,-80.2107811
4127,38.8949924,-77.0365581
4129,32.7174202,-117.1627728
4131,30.7485258,-94.000884
4132,30.7485258,-94.000884
4134,36.1672559,-115.1485163
4143,33.4889075,-112.9302819
4146,37.050096,-121.9905908
4148,34.0536909,-118.242766
4150,38.8949924,-77.0365581
4152,42.4057219,-82.1853837
4153,38.9013729,-77.2651762
4154,34.0536909,-118.242766
4155,47.6038321,-122.3300624
4157,44.9772995,-93.2654692
4158,37.7790262,-122.4199061
4159,39.7284945,-121.8374777
4163,37.050096,-121.9905908
4166,44.0505054,-123.0950506
4168,37.050096,-121.9905908
4172,37.8708393,-122.2728639
4173,34.1476452,-118.1444779
4176,33.7489924,-84.3902644
4179,38.8949924,-77.0365581
4180,39.0086411,-77.02063117
4182,38.77704615,-121.2959045
4183,33.6783336,-118.0000166
4186,33.7475203,-116.9719684
4187,33.7475203,-116.9719684
4189,33.7475203,-116.9719684
4190,42.1018764,-72.5886727
4191,42.1018764,-72.5886727
4192,42.1018764,-72.5886727
4193,39.2806451,-80.3445341
4194,41.5236436,-90.5776368
4198,40.2338438,-111.6585337
4199,40.2338438,-111.6585337
4200,34.0536909,-118.242766
4201,38.8949924,-77.0365581
4202,47.6038321,-122.3300624
4205,37.5385087,-77.43428
4208,47.1115335,-88.5867627
4209,41.8755616,-87.6244212
4210,40.1784279,-122.2359236
4212,42.58485235,-82.93482447
4215,41.6745591,-111.8331194
4216,33.4484367,-112.0741417
4217,33.5206824,-86.8024326
4220,29.7589382,-95.3676974
4223,43.5060862,-90.668186
4224,40.3492744,-74.6592958
4228,45.143731,-122.8553725
4229,34.63941505,-77.34201604
4231,42.0834335,-71.0183787
4232,36.1672559,-115.1485163
4236,33.4484367,-112.0741417
4239,42.4767131,-88.0950691
4241,40.4189566,-80.5895167
4243,47.6038321,-122.3300624
4245,41.1348213,-81.4848086
4247,34.6481318,-97.9580933
4250,37.9509324,-91.7708076
4251,41.724946,-73.24225915
4253,33.7489924,-84.3902644
4254,30.082475,-97.8417144
4256,46.601557,-120.5108421
4258,32.3512601,-95.3010624
4259,41.5051613,-81.6934446
4260,35.5197984,-84.3635338
4261,33.9137085,-98.4933873
4264,37.7790262,-122.4199061
4265,40.2024746,-77.171855
4267,47.6571934,-117.4235106
4271,36.1825728,-93.4046288
4274,31.4486118,-102.5163544
4275,32.2228765,-110.9748477
4276,33.77217945,-116.4952977
4277,47.6571934,-117.4235106
4278,47.6038321,-122.3300624
4279,64.837845,-147.716675
4280,36.9418115,-120.1714382
4283,32.753177,-97.3327459
4284,38.9819845,-77.12423413
4287,47.9673056,-122.2013998
4288,33.7489924,-84.3902644
4289,34.2978794,-83.8240663
4290,38.8949924,-77.0365581
4291,38.8949924,-77.0365581
4297,43.0349931,-87.922497
4303,41.8755616,-87.6244212
4306,44.9772995,-93.2654692
4308,41.8755616,-87.6244212
4309,41.8755616,-87.6244212
4310,41.8755616,-87.6244212
4311,38.7509488,-77.4752667
4315,35.1816047,-111.6165953
4317,44.0505054,-123.0950506
4318,43.549973,-96.7003324
4319,36.1672559,-115.1485163
4320,38.8949924,-77.0365581
4322,38.8339578,-104.8253485
4323,38.8339578,-104.8253485
4325,41.2230048,-111.9738429
4327,30.3321838,-81.655651
4329,40.6096698,-111.9391031
4330,40.6096698,-111.9391031
4331,40.7596198,-111.8867975
4333,40.727451,-115.48982
4334,42.4393707,-123.3272489
4335,33.5635206,-101.879336
4336,33.5635206,-101.879336
4337,33.5635206,-101.879336
4338,44.8107911,-73.0833607
4339,46.5927425,-112.036277
4341,39.5261206,-119.8126581
4345,36.1622296,-86.7743531
4351,46.877229,-96.789821
4353,44.9504037,-93.1015026
4355,41.8755616,-87.6244212
4358,30.4459596,-91.18738
4359,30.4459596,-91.18738
4361,40.7127281,-74.0060152
4364,30.4459596,-91.18738
4365,29.7589382,-95.3676974
4366,29.7589382,-95.3676974
4368,32.7174202,-117.1627728
4371,43.6166163,-116.200886
4372,48.2765903,-116.5532476
4373,47.6038321,-122.3300624
4375,47.6038321,-122.3300624
4376,35.4729886,-97.5170536
4378,36.8462923,-76.2929252
4380,32.2990384,-90.1847691
4383,34.0536909,-118.242766
4384,35.1490215,-90.0516285
4385,35.1490215,-90.0516285
4387,44.0505054,-123.0950506
4410,41.0246864,-81.0503164
4428,35.6009498,-82.5540161
4431,30.6943566,-88.0430541
4438,36.1622296,-86.7743531
4444,30.6943566,-88.0430541
4449,30.6943566,-88.0430541
4458,36.0726355,-79.7919754
4459,47.6742994,-116.7811531
4460,35.6009498,-82.5540161
4467,39.7392364,-104.9848623
4470,39.7459468,-75.546589
4473,35.3872218,-94.4248983
4474,35.9603948,-83.9210261
4479,39.5137752,-121.556359
4480,38.5634484,-75.5746476
4517,41.091121,-73.9196794
4554,40.7127281,-74.0060152
4584,40.7127281,-74.0060152
4585,29.7589382,-95.3676974
4586,47.32121,-106.910461
4587,47.32121,-106.910461
4589,39.2806451,-80.3445341
4591,39.2806451,-80.3445341
4595,31.20143875,-97.77175781
4596,37.8483224,-106.9254767
4597,31.1171441,-97.727796
4598,39.7392364,-104.9848623
4599,37.6922361,-97.3375448
4600,44.5678717,-91.6706955
4601,39.729432,-104.8319196
4602,39.7392364,-104.9848623
4603,48.7544012,-122.4788361
4604,48.7544012,-122.4788361
4605,48.7544012,-122.4788361
4606,48.7544012,-122.4788361
4608,47.4627356,-122.2559156
4610,38.6264178,-90.1998378
4612,39.0520902,-88.6029006
4613,40.9452911,-74.0735899
4614,38.8949924,-77.0365581
4615,47.32121,-106.910461
4617,47.32121,-106.910461
4618,47.32121,-106.910461
4619,47.32121,-106.910461
4620,47.32121,-106.910461
4621,47.32121,-106.910461
4622,47.32121,-106.910461
4623,47.32121,-106.910461
4626,47.32121,-106.910461
4627,47.32121,-106.910461
4628,47.32121,-106.910461
4631,45.8861603,-95.3795329
4635,40.7127281,-74.0060152
4640,25.9140256,-97.4890856
4642,41.8755616,-87.6244212
4645,40.7127281,-74.0060152
4656,34.0536909,-118.242766
4657,48.7544012,-122.4788361
4661,41.8755616,-87.6244212
4670,33.5206824,-86.8024326
4671,33.5206824,-86.8024326
4673,45.7874957,-108.49607
4674,48.3840879,-113.972144
4675,48.2022563,-114.316711
4679,39.5261206,-119.8126581
4683,40.6501038,-73.9495823
4688,32.9481789,-96.7297206
4691,30.2240897,-92.0198427
4705,41.0903087,-74.0148524
4706,40.7498243,-73.7976337
4707,41.0903087,-74.0148524
4712,40.7127281,-74.0060152
4714,38.8949924,-77.0365581
4715,40.7127281,-74.0060152
4744,37.0478983,-80.7797935
4745,37.7301385,-80.9057796
4757,40.7127281,-74.0060152
4761,40.7127281,-74.0060152
4764,40.7127281,-74.0060152
4794,41.7620447,-72.7420399
4795,18.1215622,-65.45746403
4975,40.7127281,-74.0060152
4976,40.6501038,-73.9495823
4981,41.8755616,-87.6244212
4998,46.2561815,-114.1546424
4999,47.5277147,-113.7106462
5001,47.32121,-106.910461
5010,47.6571934,-117.4235106
5021,38.8949924,-77.0365581
5046,41.7655582,-72.69061276
5048,35.1677771,-114.5730208
5050,35.5034635,-94.0510554
5052,38.8949924,-77.0365581
5055,41.7655582,-72.69061276
5056,41.7655582,-72.69061276
5060,45.5202471,-122.6741949
5064,45.5202471,-122.6741949
5065,36.6467816,-92.4575198
5067,35.4729886,-97.5170536
5070,34.2148853,-118.4998204
5071,48.7413268,-117.4204837
5074,37.7790262,-122.4199061
5075,37.7790262,-122.4199061
5079,47.6038321,-122.3300624
5080,47.6038321,-122.3300624
5082,47.6038321,-122.3300624
5084,47.6571934,-117.4235106
5085,39.9527237,-75.1635262
5086,47.6038321,-122.3300624
5088,39.2908816,-76.610759
5090,34.0536909,-118.242766
5093,35.189443,-114.0530065
5095,33.4484367,-112.0741417
5101,32.3669656,-86.3006485
5102,35.3872218,-94.4248983
5103,35.3872218,-94.4248983
5104,39.1501662,-123.2077861
5105,41.0903087,-74.0148524
5106,40.7127281,-74.0060152
5111,40.7127281,-74.0060152
5112,40.7127281,-74.0060152
5115,40.7127281,-74.0060152
5116,40.7127281,-74.0060152
5118,40.7127281,-74.0060152
5123,41.7655582,-72.69061276
5124,41.7620447,-72.7420399
5125,41.7655582,-72.69061276
5126,41.7655582,-72.69061276
5128,41.7620447,-72.7420399
5130,41.7620447,-72.7420399
5133,41.7655582,-72.69061276
5134,41.7620447,-72.7420399
5135,41.7620447,-72.7420399
5137,41.8755616,-87.6244212
5140,41.8755616,-87.6244212
5143,41.8755616,-87.6244212
5144,41.8755616,-87.6244212
5145,41.8755616,-87.6244212
5150,25.7741728,-80.19362
5151,25.7741728,-80.19362
5158,42.3602534,-71.0582912
5168,29.7589382,-95.3676974
5169,38.8949924,-77.0365581
5173,25.7741728,-80.19362
5174,25.7741728,-80.19362
5180,25.7741728,-80.19362
5187,40.7127281,-74.0060152
5189,38.6264178,-90.1998378
5191,38.6264178,-90.1998378
5193,29.9499323,-90.0701156
5250,39.100105,-94.5781416
5263,35.5085531,-78.33936
5276,47.6571934,-117.4235106
5278,41.2226155,-73.04622662
5281,40.3970146,-79.1516989
5284,35.691189,-91.5956928
5287,47.6571934,-117.4235106
5289,48.0425355,-98.34684501
5294,29.7589382,-95.3676974
5295,43.0349931,-87.922497
5301,32.7666103,-96.599472
5313,34.4458248,-119.0779359
5323,34.4458248,-119.0779359
5324,27.9477595,-82.458444
5325,40.121497,-75.3399048
5327,35.3584122,-88.5989385
5329,48.2022563,-114.316711
5331,48.3840879,-113.972144
5343,42.058436,-70.1786375
5347,37.270973,-79.9414313
5348,36.1034126,-84.1318632
5352,35.1185869,-120.590725
5353,30.5757431,-90.9531574
5356,35.1422775,-78.99872789
5359,43.08436,-79.0614686
5364,36.9781475,-82.9884955
5366,37.1289771,-84.0832646
5369,35.1185869,-120.590725
5370,33.4484367,-112.0741417
5372,29.7589382,-95.3676974
5375,34.4458248,-119.0779359
5376,39.7392364,-104.9848623
5386,34.0561207,-118.4306347
5388,42.2607675,-89.0075343
5389,35.1185869,-120.590725
5396,32.7174202,-117.1627728
5398,42.3315509,-83.0466403
5402,39.7392364,-104.9848623
5407,47.7587944,-116.7568579
5411,34.6183433,-79.0083993
5414,40.9796683,-74.1194403
5418,33.77217945,-116.4952977
5419,41.7075394,-86.8950297
5429,44.2611337,-88.4067604
5435,35.3540209,-120.3757163
5437,40.4006911,-79.1406138
5442,44.9772995,-93.2654692
5446,41.8755616,-87.6244212
5453,32.5093109,-92.1193012
5454,32.9237404,-91.8842948
5470,38.545379,-121.7445835
5472,31.2826685,-86.2555067
5473,34.0676169,-118.0879763
5532,40.7127281,-74.0060152
5593,39.1014537,-84.5124602
5639,37.7790262,-122.4199061
5685,33.8062166,-84.1457505
